|                                                    name |         ra_h |         dec_d | WEBDA | OPENCLUST | Camargo | MWSC |   N_d |    dist_pc |      lon_d |      lat_d |       x_pc |       y_pc |       z_pc |
|                               IC 1434, IC 1434, IC 1434 |  22h10m28.5s |     52d50m43s |   769 |      2044 |      -- | 2476 |     3 |    1936.67 |    99.9404 |    -2.6876 |   -8634.20 |    1905.50 |     -62.72 |
|                                      FSR 0364, FSR 0364 |  22h10m45.5s |     60d05m35s |    -- |      2045 |      -- | 2620 |     2 |    3399.00 |   104.1402 |     3.2208 |   -9128.38 |    3290.81 |     220.67 |
|                                      FSR 0354, FSR 0354 |    22h11m11s |     57d40m47s |    -- |      2046 |      -- | 2559 |     2 |    1169.00 |   102.7990 |     1.2130 |   -8558.79 |    1139.70 |      52.59 |
|                            NGC 7235, NGC 7235, NGC 7235 |  22h12m23.5s |     57d16m03s |  1409 |      2047 |      -- | 2552 |     3 |    2951.00 |   102.6969 |     0.7819 |   -8948.37 |    2878.57 |      69.38 |
|                   vdBergh 150, vdBergh 150, vdBergh 150 |  22h12m32.5s |     73d21m06s |  1741 |      2048 |      -- | 2838 |     3 |    2660.00 |   112.0581 |    13.9313 |   -9267.44 |    2392.78 |     670.57 |
|                   vdBergh 152, vdBergh 152, vdBergh 152 |  22h12m56.5s |     70d14m51s |  1742 |      2049 |      -- | 2825 |     3 |    1309.33 |   110.2310 |    11.3897 |   -8742.97 |    1204.36 |     287.01 |
|                                             Teutsch 125 |    22h13m10s |     58d58m36s |    -- |        -- |      -- | 2588 |     1 |    1445.00 |   103.7527 |     2.1301 |   -8643.06 |    1402.60 |      81.83 |
|                                                   PTB 3 |    22h13m24s |     70d02m42s |    -- |        -- |      -- | 2823 |     1 |    3220.00 |   110.1440 |    11.2020 |   -9385.69 |    2965.44 |     656.08 |
|                                Teutsch 126, Teutsch 126 |  22h13m45.5s |     55d44m12s |    -- |      2050 |      -- | 2529 |     2 |    1779.50 |   101.9839 |    -0.5858 |   -8669.48 |    1740.63 |      10.01 |
|                                                 BDSB 30 |    22h14m41s |     61d26m24s |    -- |        -- |      -- | 2681 |     1 |    1490.00 |   105.3034 |     4.0552 |   -8691.88 |    1433.57 |     133.65 |
|                            NGC 7243, NGC 7243, NGC 7243 |  22h15m09.5s |     49d53m12s |  1410 |      2051 |      -- | 2416 |     3 |     822.00 |    98.8536 |    -5.5358 |   -8426.14 |     808.42 |     -51.89 |
|                            NGC 7245, NGC 7245, NGC 7245 |  22h15m12.5s |     54d20m18s |  1411 |      2052 |      -- | 2500 |     3 |    3191.00 |   101.3680 |    -1.8583 |   -8928.93 |    3126.75 |     -74.43 |
|                                  King 9, King 9, King 9 |    22h15m31s |     54d24m03s |   832 |      2053 |      -- | 2502 |     3 |    7933.67 |   101.4402 |    -1.8318 |   -9873.57 |    7772.07 |    -221.47 |
|                               IC 1442, IC 1442, IC 1442 |  22h16m14.5s |     54d01m21s |   770 |      2055 |      -- | 2497 |     3 |    2147.33 |   101.3165 |    -2.2047 |   -8721.28 |    2104.03 |     -54.23 |
|                                      Kumar 21, Kumar 21 |  22h16m20.5s |     60d06m09s |    -- |      2054 |      -- | 2622 |     2 |    2500.00 |   104.7197 |     2.8344 |   -8934.00 |    2414.99 |     152.69 |
|                                      FSR 0369, FSR 0369 |  22h16m39.5s |     60d48m43s |    -- |      2056 |      -- | 2658 |     2 |    4427.00 |   105.1484 |     3.4015 |   -9453.92 |    4265.64 |     293.42 |
|                                      FSR 0356, FSR 0356 |    22h18m22s |     56d46m17s |    -- |      2057 |      -- | 2543 |     2 |    2200.00 |   103.0925 |    -0.0846 |   -8798.31 |    2142.81 |      25.38 |
|       Pismis-Moreno 1, Pismis Moreno 1, Pismis-Moreno 1 |    22h18m36s |     63d14m42s |  1461 |      2059 |      -- | 2753 |     3 |     833.33 |   106.6928 |     5.2989 |   -8538.05 |     794.80 |     104.74 |
|                                      FSR 0366, FSR 0366 |  22h18m41.5s |     59d00m25s |    -- |      2058 |      -- | 2589 |     2 |    5610.00 |   104.3600 |     1.7575 |   -9690.09 |    5432.17 |     203.59 |
|                            ASCC 119, ASCC 119, ASCC 119 | 22h18m55.75s |     46d53m33s |    51 |      2062 |      -- | 2378 |     3 |    1066.67 |    97.6889 |    -8.3678 |   -8441.65 |    1045.82 |    -127.77 |
|                                                   SBB 2 |    22h18m57s |     56d05m11s |    -- |      2060 |      -- |   -- |     1 |    3600.00 |   102.7828 |    -0.7009 |   -9096.55 |    3510.51 |     -14.44 |
|                                             Teutsch 127 |    22h19m00s |     56d07m25s |    -- |      2061 |      -- |   -- |     1 |    3600.00 |   102.8091 |    -0.6736 |   -9098.16 |    3510.17 |     -12.72 |
|                                                FSR 0378 |    22h19m28s |     61d37m30s |    -- |        -- |      -- | 2692 |     1 |   10000.00 |   105.8813 |     3.8918 |  -11027.87 |    9596.13 |     714.61 |
|                            NGC 7261, NGC 7261, NGC 7261 |  22h20m18.5s |  58d07m08.75s |  1412 |      2063 |      -- | 2566 |     3 |    2401.00 |   104.0498 |     0.8993 |   -8882.64 |    2328.89 |      66.58 |
|                   Berkeley 94, Berkeley 94, Berkeley 94 |  22h22m49.5s |     55d51m36s |   269 |      2064 |      -- | 2533 |     3 |    2620.00 |   103.1148 |    -1.1856 |   -8894.49 |    2551.12 |     -25.27 |
|                                                   SBB 4 |    22h23m24s |     56d36m27s |    -- |      2065 |      -- |   -- |     1 |    2270.00 |   103.5835 |    -0.5977 |   -8833.14 |    2206.39 |       5.06 |
|                                                FSR 0388 |    22h23m31s |     63d26m42s |    -- |        -- |      -- | 2758 |     1 |    1050.00 |   107.2665 |     5.1659 |   -8610.04 |     998.61 |     122.55 |
|                                  Teutsch 53, Teutsch 53 |    22h24m27s |   60d24m48.5s |    -- |      2066 |      -- | 2635 |     2 |    5502.00 |   105.7332 |     2.5463 |   -9789.59 |    5290.64 |     276.29 |
|                            NGC 7281, NGC 7281, NGC 7281 | 22h25m11.25s |  57d49m08.75s |  1413 |      2067 |      -- | 2562 |     3 |    1613.33 |   104.4340 |     0.2985 |   -8702.07 |    1562.39 |      36.71 |
|                                                   PTB 2 |    22h25m12s |     71d32m24s |    -- |        -- |      -- | 2830 |     1 |    3093.00 |   111.8186 |    11.8975 |   -9422.75 |    2809.75 |     668.32 |
|                            NGC 7296, NGC 7296, NGC 7296 | 22h28m02.25s |   52d19m29.5s |  1414 |      2068 |      -- | 2460 |     3 |    2284.33 |   101.8870 |    -4.5880 |   -8769.57 |    2228.19 |    -154.20 |
|                   Berkeley 95, Berkeley 95, Berkeley 95 |  22h28m17.5s |     59d08m12s |   270 |      2069 |      -- | 2594 |     3 |    2801.00 |   105.4715 |     1.2064 |   -9046.78 |    2698.90 |      88.41 |
|                                  Teutsch 76, Teutsch 76 |    22h28m45s |     61d37m59s |    -- |      2070 |      -- | 2694 |     2 |    3825.50 |   106.8194 |     3.3091 |   -9404.32 |    3655.75 |     251.41 |
|                   Berkeley 96, Berkeley 96, Berkeley 96 | 22h29m44.75s |  55d24m05.75s |   271 |      2071 |      -- | 2520 |     3 |    3155.67 |   103.7036 |    -2.0898 |   -9047.40 |    3063.80 |     -85.64 |
|                            ASCC 120, ASCC 120, ASCC 120 |    22h30m26s |  57d12m08.75s |    53 |      2072 |      -- | 2550 |     3 |    2166.67 |   104.7130 |    -0.5952 |   -8850.28 |    2095.51 |       6.29 |
|                            ASCC 121, ASCC 121, ASCC 121 |  22h30m46.5s |     54d52m21s |    54 |      2073 |      -- | 2511 |     3 |    2567.00 |   103.5573 |    -2.6192 |   -8901.45 |    2492.87 |     -88.35 |
|                                      FSR 0357, FSR 0357 |    22h30m52s |   53d57m17.5s |    -- |      2074 |      -- | 2495 |     2 |    2500.00 |   103.0972 |    -3.4136 |   -8865.94 |    2430.65 |    -120.02 |
|                                                FSR 0405 |    22h32m47s |     66d40m12s |    -- |        -- |      -- | 2802 |     1 |    5213.00 |   109.8035 |     7.4004 |  -10049.18 |    4863.85 |     704.15 |
|                                      FSR 0365, FSR 0365 |    22h33m04s |     55d32m14s |    -- |      2075 |      -- | 2525 |     2 |    3864.00 |   104.1778 |    -2.2137 |   -9246.14 |    3743.51 |    -119.17 |
|                                      ASCC 122, ASCC 122 |    22h33m14s |     39d36m36s |    55 |      2076 |      -- |   -- |     2 |     700.00 |    95.9112 |   -15.9023 |   -8369.91 |     669.63 |    -164.57 |
|                                                FSR 0328 |    22h33m27s |     43d15m48s |    -- |        -- |      -- | 2321 |     1 |    5312.00 |    97.9110 |   -12.8045 |   -9016.71 |    5130.61 |   -1147.94 |
|                                                FSR 0330 |    22h34m12s |     43d20m24s |    -- |        -- |      -- | 2323 |     1 |    1900.00 |    98.0714 |   -12.8092 |   -8561.46 |    1834.36 |    -393.39 |
|                                                FSR 0331 |    22h34m44s |     43d26m24s |    -- |        -- |      -- | 2324 |     1 |    3001.00 |    98.2093 |   -12.7732 |   -8720.02 |    2896.75 |    -635.13 |
|                                      FSR 0377, FSR 0377 |  22h34m44.5s |     58d17m59s |    -- |      2077 |      -- | 2571 |     2 |    2300.00 |   105.7645 |     0.0594 |   -8924.82 |    2213.49 |      31.42 |
|                                                FSR 0398 |    22h36m14s |     64d08m00s |    -- |        -- |      -- | 2772 |     1 |    1200.00 |   108.8302 |     5.0283 |   -8685.44 |    1131.40 |     133.43 |
|                                               MWSC 5800 |    22h36m23s |     30d14m24s |    -- |        -- |      -- | 2069 |     1 |    1679.00 |    91.1757 |   -24.1769 |   -8333.62 |    1531.41 |    -660.54 |
|                                  Teutsch 39, Teutsch 39 |    22h36m33s |   37d44m29.5s |    -- |      2078 |      -- | 2203 |     2 |     705.00 |    95.4691 |   -17.8339 |   -8364.62 |     668.07 |    -188.70 |
|                                                FSR 0362 |    22h39m09s |     53d37m48s |    -- |        -- |      -- | 2485 |     1 |    5501.00 |   103.9960 |    -4.3067 |   -9627.97 |    5322.62 |    -381.78 |
|                   Berkeley 97, Berkeley 97, Berkeley 97 |  22h39m26.5s |  59d00m42.75s |   272 |      2079 |      -- | 2590 |     3 |    2003.33 |   106.6471 |     0.3784 |   -8873.80 |    1919.33 |      42.10 |
|                      Czernik 42, Czernik 42, Czernik 42 |  22h39m42.5s |     59d55m00s |   462 |      2081 |      -- | 2615 |     3 |    2195.33 |   107.1150 |     1.1536 |   -8945.74 |    2097.69 |      73.30 |
|                                      NGC 7352, NGC 7352 |    22h39m43s |     57d23m42s |  1415 |      2080 |      -- |   -- |     2 |    1275.00 |   105.8958 |    -1.0538 |   -8649.18 |    1226.04 |       4.69 |
|                                      FSR 0381, FSR 0381 |  22h42m10.5s |     58d20m08s |    -- |      2082 |      -- | 2574 |     2 |    3472.00 |   106.6339 |    -0.3855 |   -9293.88 |    3326.63 |       6.88 |
|                                      FSR 0385, FSR 0385 |  22h42m31.5s |   58d55m32.5s |    -- |      2083 |      -- | 2586 |     2 |    1726.00 |   106.9545 |     0.1121 |   -8803.26 |    1650.98 |      32.02 |
|                                      ASCC 123, ASCC 123 |  22h42m35.5s |   54d15m35.5s |    56 |      2084 |      -- |   -- |     2 |     250.00 |   104.7450 |    -3.9984 |   -8363.49 |     241.18 |       9.77 |
|                   Berkeley 98, Berkeley 98, Berkeley 98 |  22h42m37.5s |     52d22m41s |   273 |      2085 |      -- | 2462 |     3 |    3890.00 |   103.8504 |    -5.6556 |   -9227.88 |    3758.51 |    -353.33 |
|                                                FSR 0446 |    22h43m08s |     75d13m30s |    -- |        -- |      -- | 2842 |     1 |    2210.00 |   114.8946 |    14.3939 |   -9199.26 |    1941.73 |     579.31 |
|                                               MWSC 5804 |    22h43m53s |     15d02m24s |    -- |        -- |      -- | 1842 |     1 |    1896.00 |    82.7852 |   -37.6950 |   -8115.31 |    1488.38 |   -1132.93 |
|                                                FSR 0449 |    22h46m15s |     75d48m36s |    -- |        -- |      -- | 2844 |     1 |    2251.00 |   115.3629 |    14.8120 |   -9230.25 |    1966.44 |     605.49 |
|                                      NGC 7380, NGC 7380 |    22h47m21s |     58d07m54s |  1416 |      2086 |      -- |   -- |     2 |    2222.00 |   107.1409 |    -0.8840 |   -8954.86 |    2123.05 |      -5.15 |
|                                  Teutsch 54, Teutsch 54 |  22h47m22.5s |     59d46m45s |    -- |      2087 |      -- | 2610 |     2 |    3447.00 |   107.8994 |     0.5785 |   -9359.20 |    3279.99 |      65.25 |
|                           ASCC 124, Alessi 37, ASCC 124 | 22h47m51.25s |   46d16m49.5s |    57 |      2088 |      -- | 2367 |     3 |     633.33 |   101.7046 |   -11.4353 |   -8426.29 |     607.85 |     -98.15 |
|                                                FSR 0428 |    22h49m23s |     69d04m42s |    -- |        -- |      -- | 2818 |     1 |    3616.00 |   112.3614 |     8.7502 |   -9657.84 |    3305.16 |     581.52 |
|                                             Majaess 215 |    22h49m34s |     59d56m09s |    -- |      2089 |      -- |   -- |     1 |        nan |   108.2157 |     0.5929 |        nan |        nan |        nan |
|                                      NGC 7394, NGC 7394 |    22h50m23s |     52d08m06s |  1417 |      2090 |      -- |   -- |     2 |     655.00 |   104.7945 |    -6.4218 |   -8466.40 |     629.31 |     -45.72 |
|                                                FSR 0429 |    22h51m28s |     69d03m30s |    -- |        -- |      -- | 2817 |     1 |    4051.00 |   112.5200 |     8.6480 |   -9831.88 |    3699.55 |     641.11 |
|                                      FSR 0384, FSR 0384 |    22h51m41s |     56d06m23s |    -- |      2091 |      -- | 2535 |     2 |    4100.50 |   106.7505 |    -2.9565 |   -9480.84 |    3921.29 |    -180.65 |
|                               King 18, King 18, King 18 | 22h52m04.75s |     58d17m36s |   819 |      2092 |      -- | 2572 |     3 |    2633.33 |   107.7697 |    -1.0205 |   -9103.65 |    2507.30 |     -17.28 |
|                                      FSR 0404, FSR 0404 |    22h53m25s |   62d07m51.5s |    -- |      2093 |      -- | 2711 |     2 |    5763.00 |   109.6104 |     2.3513 |  -10231.73 |    5424.16 |     269.72 |
|                                      FSR 0406, FSR 0406 |  22h53m45.5s |   62d36m21.5s |    -- |      2094 |      -- | 2730 |     2 |    7077.50 |   109.8543 |     2.7609 |  -10699.77 |    6649.08 |     375.72 |
|                            NGC 7419, NGC 7419, NGC 7419 |  22h54m18.5s |     60d48m27s |  1418 |      2095 |      -- | 2657 |     3 |    1927.33 |   109.1275 |     1.1143 |   -8931.24 |    1820.58 |      66.54 |
|                               King 10, King 10, King 10 |  22h54m57.5s |     59d10m06s |   811 |      2096 |      -- | 2595 |     3 |    3169.33 |   108.4889 |    -0.3975 |   -9305.06 |    3005.68 |       8.28 |
|                                      FSR 0394, FSR 0394 |    22h55m08s |     58d43m30s |    -- |      2098 |      -- | 2579 |     2 |    4739.00 |   108.3174 |    -0.8069 |   -9789.39 |    4498.43 |     -34.89 |
|                         Berkeley 57, NGC 7423, NGC 7423 |    22h55m09s |   57d05m46.5s |   229 |      2097 |      -- | 2547 |     3 |    4767.00 |   107.6144 |    -2.2763 |   -9741.96 |    4539.91 |    -157.64 |
